id	name	aliases	charge	formula
Succinylbenzoate_c0	Succinylbenzoate_c0	KEGG:C02730;SEED:cpd01772	-2	C11H8O5
SHCHC_c0	SHCHC_c0	KEGG:C05817;SEED:cpd03451	-2	C11H10O6
Triphosphate_c0	Triphosphate_c0	KEGG:C00536;SEED:cpd00421	-4	HO10P3
Malonyl-acyl-carrierprotein-_c0	Malonyl-acyl-carrierprotein-_c0	KEGG:C01209;SEED:cpd11492	-2	C14H22N2O10PRS
7-methyl-3-oxo-octanoyl-ACP_c0	7-methyl-3-oxo-octanoyl-ACP_c0	KEGG:;SEED:cpd11525	-1	C20H35N2O9PRS
Zn2_e0	Zn2_e0	KEGG:;SEED:cpd00034	2	Zn
4-methyl-3-oxo-hexanoyl-ACP_c0	4-methyl-3-oxo-hexanoyl-ACP_c0	KEGG:;SEED:cpd11496	-1	C18H31N2O9PRS
2-methylbutyryl-ACP_c0	2-methylbutyryl-ACP_c0	KEGG:;SEED:cpd11495	-1	C16H29N2O8PRS
CoproporphyrinogenIII_c0	CoproporphyrinogenIII_c0	KEGG:C03263;SEED:cpd02083	-4	C36H40N4O8
D-Arabinose5-phosphate_c0	D-Arabinose5-phosphate_c0	KEGG:C01112;SEED:cpd00817	-1	C5H10O8P
12-methyl-tetra-decanoyl-ACP_c0	12-methyl-tetra-decanoyl-ACP_c0	KEGG:;SEED:cpd11515	-1	C26H49N2O8PRS
ddca_c0	ddca_c0	KEGG:C02679;SEED:cpd01741	-1	C12H23O2
ddca_e0	ddca_e0	KEGG:C02679;SEED:cpd01741	-1	C12H23O2
Acetoacetyl-ACP_c0	Acetoacetyl-ACP_c0	KEGG:C05744;SEED:cpd11488	-1	C15H25N2O9PRS
Octadecanoyl-ACP_c0	Octadecanoyl-ACP_c0	KEGG:;SEED:cpd15268	-1	C29H55N2O8PRS
FMNH2_c0	FMNH2_c0	KEGG:C01847;SEED:cpd01270	-1	C17H22N4O9P
Aminoacetaldehyde_c0	Aminoacetaldehyde_c0	KEGG:C06735;SEED:cpd04122	1	C2H6NO
FMN_c0	FMN_c0	KEGG:C00061;SEED:cpd00050	-1	C17H20N4O9P
D-Glucose_c0	D-Glucose_c0	KEGG:C00267|C00293|C00031;SEED:cpd00027	0	C6H12O6
9-methyl-decanoyl-ACP_c0	9-methyl-decanoyl-ACP_c0	KEGG:;SEED:cpd11532	-1	C22H41N2O8PRS
Glycerol-3-phosphate_c0	Glycerol-3-phosphate_c0	KEGG:C00623|C00093;SEED:cpd00080	-1	C3H8O6P
11-methyl-3-oxo-dodecanoyl-ACP_c0	11-methyl-3-oxo-dodecanoyl-ACP_c0	KEGG:;SEED:cpd11533	-1	C24H43N2O9PRS
Adenosyl_cobinamide_c0	Adenosyl_cobinamide_c0	KEGG:;SEED:cpd03918	2	C58H85CoN16O11
Nicotinamide_ribonucleotide_e0	Nicotinamide_ribonucleotide_e0	KEGG:;SEED:cpd00355	0	C11H15N2O8P
dTDPglucose_c0	dTDPglucose_c0	KEGG:C00842;SEED:cpd00626	-2	C16H24N2O16P2
Dihydrodipicolinate_c0	Dihydrodipicolinate_c0	KEGG:C03340;SEED:cpd02120	-2	C7H5NO4
2-Octaprenyl-3-methyl-6-methoxy-1_4-benzoquinone_c0	2-Octaprenyl-3-methyl-6-methoxy-1_4-benzoquinone_c0	KEGG:;SEED:cpd03448	0	C48H72O3
14-methyl-3-oxo-hexa-decanoyl-ACP_c0	14-methyl-3-oxo-hexa-decanoyl-ACP_c0	KEGG:;SEED:cpd11516	-1	C28H51N2O9PRS
8-methyl-decanoyl-ACP_c0	8-methyl-decanoyl-ACP_c0	KEGG:;SEED:cpd11507	-1	C22H41N2O8PRS
10-methyl-3-oxo-dodecanoyl-ACP_c0	10-methyl-3-oxo-dodecanoyl-ACP_c0	KEGG:;SEED:cpd11508	-1	C24H43N2O9PRS
8-methyl-3-oxo-decanoyl-ACP_c0	8-methyl-3-oxo-decanoyl-ACP_c0	KEGG:;SEED:cpd11504	-1	C22H39N2O9PRS
2-Octaprenyl-6-methoxy-1_4-benzoquinone_c0	2-Octaprenyl-6-methoxy-1_4-benzoquinone_c0	KEGG:;SEED:cpd03447	0	C47H70O3
Cu2_e0	Cu2_e0	KEGG:;SEED:cpd00058	2	Cu
all-trans-Hexaprenyl_diphosphate_c0	all-trans-Hexaprenyl_diphosphate_c0	KEGG:;SEED:cpd00906	-2	C30H50O7P2
13-methyl-tetra-decanoyl-ACP_c0	13-methyl-tetra-decanoyl-ACP_c0	KEGG:;SEED:cpd11540	-1	C26H49N2O8PRS
2-Methylbutyryl-CoA_c0	2-Methylbutyryl-CoA_c0	KEGG:C01033|C15980;SEED:cpd00760	-3	C26H41N7O17P3S
4-methyl-hexanoyl-ACP_c0	4-methyl-hexanoyl-ACP_c0	KEGG:;SEED:cpd11499	-1	C18H33N2O8PRS
Adenosyl_cobinamide_phosphate_c0	Adenosyl_cobinamide_phosphate_c0	KEGG:;SEED:cpd03919	0	C58H84CoN16O14P
Adenosylcobyric_acid_c0	Adenosylcobyric_acid_c0	KEGG:;SEED:cpd03917	1	C55H77CoN15O11
1-Aminopropan-2-ol_c0	1-Aminopropan-2-ol_c0	KEGG:C03194|C05771;SEED:cpd02039	1	C3H10NO
Spermine_c0	Spermine_c0	KEGG:C00750;SEED:cpd00558	4	C10H30N4
all-trans-Heptaprenyl_diphosphate_c0	all-trans-Heptaprenyl_diphosphate_c0	KEGG:;SEED:cpd02590	-2	C35H58O7P2
Farnesylfarnesylgeraniol_c0	Farnesylfarnesylgeraniol_c0	KEGG:C04146;SEED:cpd02557	-2	C40H66O7P2
HMA_c0	HMA_c0	KEGG:C04688;SEED:cpd11484	-1	C25H47N2O9PRS
9-methyl-3-oxo-decanoyl-ACP_c0	9-methyl-3-oxo-decanoyl-ACP_c0	KEGG:;SEED:cpd11529	-1	C22H39N2O9PRS
Spermine_e0	Spermine_e0	KEGG:C00750;SEED:cpd00558	4	C10H30N4
glucosyl-inner_core_oligosaccharide_lipid_A_c0	glucosyl-inner_core_oligosaccharide_lipid_A_c0	KEGG:;SEED:cpd15479	-7	C151H265N2O79P4
Mn2_e0	Mn2_e0	KEGG:;SEED:cpd00030	2	Mn
N-acetyl-LL-2_6-diaminopimelate_c0	N-acetyl-LL-2_6-diaminopimelate_c0	KEGG:;SEED:cpd02685	-1	C9H15N2O5
Adenosyl_cobyrinate_diamide_c0	Adenosyl_cobyrinate_diamide_c0	KEGG:;SEED:cpd03916	-3	C55H69CoN11O15
Cob(I)yrinate_diamide_c0	Cob(I)yrinate_diamide_c0	KEGG:;SEED:cpd03915	-4	C45H57CoN6O12
Ca2_e0	Ca2_e0	KEGG:;SEED:cpd00063	2	Ca
Adenosylcobinamide-GDP_c0	Adenosylcobinamide-GDP_c0	KEGG:C06510;SEED:cpd03920	0	C68H96CoN21O21P2
6-methyl-octanoyl-ACP_c0	6-methyl-octanoyl-ACP_c0	KEGG:;SEED:cpd11503	-1	C20H37N2O8PRS
11-methyl-dodecanoyl-ACP_c0	11-methyl-dodecanoyl-ACP_c0	KEGG:;SEED:cpd11536	-1	C24H45N2O8PRS
Dephospho-CoA_e0	Dephospho-CoA_e0	KEGG:C00882;SEED:cpd00655	-2	C21H33N7O13P2S
L-2-Acetamido-6-oxopimelate_c0	L-2-Acetamido-6-oxopimelate_c0	KEGG:C05539;SEED:cpd03289	-2	C9H11NO6
D-Glycero-D-manno-heptose1-7-bisphosphate_c0	D-Glycero-D-manno-heptose1-7-bisphosphate_c0	KEGG:C11472;SEED:cpd08316	-2	C7H14O13P2
inner_core_oligosaccharide_lipid_A_c0	inner_core_oligosaccharide_lipid_A_c0	KEGG:;SEED:cpd15489	-7	C145H255N2O74P4
D-Glycero-D-manno-heptose1-phosphate_c0	D-Glycero-D-manno-heptose1-phosphate_c0	KEGG:C07838;SEED:cpd04920	-1	C7H14O10P
5-methyl-3-oxo-hexanoyl-ACP_c0	5-methyl-3-oxo-hexanoyl-ACP_c0	KEGG:;SEED:cpd11521	-1	C18H31N2O9PRS
isovaleryl-ACP_c0	isovaleryl-ACP_c0	KEGG:;SEED:cpd11520	-1	C16H29N2O8PRS
Succinylbenzoyl-CoA_c0	Succinylbenzoyl-CoA_c0	KEGG:C03160;SEED:cpd02021	-4	C32H40N7O20P3S
10-methyl-dodecanoyl-ACP_c0	10-methyl-dodecanoyl-ACP_c0	KEGG:;SEED:cpd11511	-1	C24H45N2O8PRS
Adenosine_3-5-bisphosphate_c0	Adenosine_3-5-bisphosphate_c0	KEGG:;SEED:cpd00045	-2	C10H13N5O10P2
UDP-3-O-beta-hydroxymyristoyl-N-acetylglucosamine_c0	UDP-3-O-beta-hydroxymyristoyl-N-acetylglucosamine_c0	KEGG:;SEED:cpd02886	-2	C31H51N3O19P2
alpha-Ribazole_c0	alpha-Ribazole_c0	KEGG:C05775;SEED:cpd03423	0	C14H18N2O4
13-methyl-3-oxo-tetra-decanoyl-ACP_c0	13-methyl-3-oxo-tetra-decanoyl-ACP_c0	KEGG:;SEED:cpd11537	-1	C26H47N2O9PRS
octadecenoate_e0	octadecenoate_e0	KEGG:;SEED:cpd15269	-1	C18H33O2
15-methyl-3-oxo-hexa-decanoyl-ACP_c0	15-methyl-3-oxo-hexa-decanoyl-ACP_c0	KEGG:;SEED:cpd11541	-1	C28H51N2O9PRS
7-methyl-octanoyl-ACP_c0	7-methyl-octanoyl-ACP_c0	KEGG:;SEED:cpd11528	-1	C20H37N2O8PRS
Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine_c0	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine_c0	KEGG:C05897;SEED:cpd03494	-4	C87H139N7O23P2
2-octadecanoyl-sn-glycerol_3-phosphate_c0	2-octadecanoyl-sn-glycerol_3-phosphate_c0	KEGG:;SEED:cpd15358	-1	C21H42O7P
1-4-Dihydroxy-2-naphthoate_c0	1-4-Dihydroxy-2-naphthoate_c0	KEGG:C03657;SEED:cpd02295	-1	C11H7O4
12-methyl-3-oxo-tetra-decanoyl-ACP_c0	12-methyl-3-oxo-tetra-decanoyl-ACP_c0	KEGG:;SEED:cpd11512	-1	C26H47N2O9PRS
Oxidized_glutathione_c0	Oxidized_glutathione_c0	KEGG:;SEED:cpd00111	-2	C20H30N6O12S2
Cobinamide_e0	Cobinamide_e0	KEGG:C05774;SEED:cpd03422	3	C48H73CoN11O8
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-_D-alanine_c0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-_D-alanine_c0	KEGG:;SEED:cpd02968	-4	C41H61N9O28P2
Isochorismate_c0	Isochorismate_c0	KEGG:C00885;SEED:cpd00658	-2	C10H8O6
ocdca_e0	ocdca_e0	KEGG:C01530;SEED:cpd01080	-1	C18H35O2
Oxidized_glutathione_e0	Oxidized_glutathione_e0	KEGG:;SEED:cpd00111	-2	C20H30N6O12S2
6-methyl-3-oxo-octanoyl-ACP_c0	6-methyl-3-oxo-octanoyl-ACP_c0	KEGG:;SEED:cpd11500	-1	C20H35N2O9PRS
Myristic_acid_e0	Myristic_acid_e0	KEGG:;SEED:cpd03847	-1	C14H27O2
4-methylthio_2-oxobutyrate_c0	4-methylthio_2-oxobutyrate_c0	KEGG:;SEED:cpd00869	-1	C5H7O3S
2_3-diketo5-methylthio-1-phosphopentane_c0	2_3-diketo5-methylthio-1-phosphopentane_c0	KEGG:;SEED:cpd11295	-1	C6H10O6PS
1_4-Dihydroxy-2-naphthoyl-CoA_c0	1_4-Dihydroxy-2-naphthoyl-CoA_c0	KEGG:;SEED:cpd11217	-3	C32H39N7O19P3S
Malonyl-CoA_c0	Malonyl-CoA_c0	KEGG:C00083;SEED:cpd00070	-4	C24H34N7O19P3S
beta-Alanine_c0	beta-Alanine_c0	KEGG:C00099;SEED:cpd00085	0	C3H7NO2
gamma-Glutamylcysteine_c0	gamma-Glutamylcysteine_c0	KEGG:C00669;SEED:cpd00506	-1	C8H13N2O5S
Acetylphosphate_c0	Acetylphosphate_c0	KEGG:C00227;SEED:cpd00196	-1	C2H4O5P
NH3_e0	NH3_e0	KEGG:C01342|C00014;SEED:cpd00013	1	NH4
pendp_c0	pendp_c0	KEGG:C04217;SEED:cpd02591	-2	C25H42O7P2
2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate_c0	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate_c0	KEGG:C16519;SEED:cpd16335	-3	C14H13O9
APS_c0	APS_c0	KEGG:C00224;SEED:cpd00193	-2	C10H12N5O10PS
sulfoacetaldehyde_c0	sulfoacetaldehyde_c0	KEGG:;SEED:cpd00460	-1	C2H3O4S
3-sulfopyruvate_c0	3-sulfopyruvate_c0	KEGG:;SEED:cpd03285	-2	C3H2O6S
(2R)-3-sulfolactate_c0	(2R)-3-sulfolactate_c0	KEGG:;SEED:cpd08367	-2	C3H4O6S
Citramalate_c0	Citramalate_c0	KEGG:C00815;SEED:cpd00607	-2	C5H6O5
Citraconate_c0	Citraconate_c0	KEGG:C02226;SEED:cpd01502	-2	C5H4O4
D-erythro-3-methylmalate_c0	D-erythro-3-methylmalate_c0	KEGG:;SEED:cpd03593	0	C5H6O5
Acetate_e0	Acetate_e0	KEGG:C00033;SEED:cpd00029	-1	C2H3O2
Indole-3-pyruvate_c0	Indole-3-pyruvate_c0	KEGG:;SEED:cpd00278	-1	C11H8NO3
S-2-(indol-3-yl)acetyl-CoA_c0	S-2-(indol-3-yl)acetyl-CoA_c0	KEGG:;SEED:cpd11175	-3	C31H40N8O17P3S
L-Alanine_e0	L-Alanine_e0	KEGG:C00041;SEED:cpd00035	0	C3H7NO2
D-Alanine_e0	D-Alanine_e0	KEGG:C00133;SEED:cpd00117	0	C3H7NO2
N2_e0	N2_e0	KEGG:C00697;SEED:cpd00528	0	N2
H2S_e0	H2S_e0	KEGG:C00297|C00283;SEED:cpd00239	0	H2S
trans-homoaconitate_c0	trans-homoaconitate_c0	KEGG:C16579;SEED:cpd15886	-3	C7H5O6
S-homocitrate_c0	S-homocitrate_c0	KEGG:;SEED:cpd15833	-3	C7H7O7
cis-Homoaconitate_c0	cis-Homoaconitate_c0	KEGG:C04002;SEED:cpd02483	-3	C7H5O6
threo-isohomocitrate_c0	threo-isohomocitrate_c0	KEGG:;SEED:cpd15888	-3	C7H7O7
2-oxohexanedioic_acid_c0	2-oxohexanedioic_acid_c0	KEGG:;SEED:cpd15901	-2	C6H6O5
(R)-(homo)2citrate_c0	(R)-(homo)2citrate_c0	KEGG:C16583;SEED:cpd15831	-3	C8H9O7
cis-(homo)2aconitate_c0	cis-(homo)2aconitate_c0	KEGG:;SEED:cpd15882	-3	C8H7O6
(-)threo-iso(homo)2citrate_c0	(-)threo-iso(homo)2citrate_c0	KEGG:;SEED:cpd15908	-3	C8H9O7
2-oxoheptanedioic_acid_c0	2-oxoheptanedioic_acid_c0	KEGG:;SEED:cpd15900	-2	C7H8O5
(R)-(homo)3citrate_c0	(R)-(homo)3citrate_c0	KEGG:C16598;SEED:cpd15832	-3	C9H11O7
cis-(homo)3aconitate_c0	cis-(homo)3aconitate_c0	KEGG:;SEED:cpd15883	-3	C9H9O6
(-)threo-iso(homo)3citrate_c0	(-)threo-iso(homo)3citrate_c0	KEGG:;SEED:cpd15909	-3	C9H11O7
2-Oxosuberate_c0	2-Oxosuberate_c0	KEGG:C16589;SEED:cpd16398	-2	C8H10O5
7-oxoheptanoic_acid_c0	7-oxoheptanoic_acid_c0	KEGG:;SEED:cpd15829	-1	C7H11O3
7-mercaptoheptanoic_acid_c0	7-mercaptoheptanoic_acid_c0	KEGG:;SEED:cpd15827	-1	C7H13O2S
7-mercaptoheptanoylthreonine_c0	7-mercaptoheptanoylthreonine_c0	KEGG:C16594;SEED:cpd15828	-1	C11H20NO4S
7,8-dihydronepterin_2_3-cyclicphosphate_c0	7,8-dihydronepterin_2_3-cyclicphosphate_c0	KEGG:;SEED:cpd15850	-1	C9H11N5O6P
Dihydroneopterin_phosphate_c0	Dihydroneopterin_phosphate_c0	KEGG:;SEED:cpd03521	-1	C9H13N5O7P
Dihydroneopterin_c0	Dihydroneopterin_c0	KEGG:C04874;SEED:cpd02961	0	C9H13N5O4
6-hydroxymethyl_dihydropterin_c0	6-hydroxymethyl_dihydropterin_c0	KEGG:;SEED:cpd00954	0	C7H9N5O2
Glycolaldehyde_c0	Glycolaldehyde_c0	KEGG:C00266;SEED:cpd00229	0	C2H4O2
2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate_c0	2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate_c0	KEGG:;SEED:cpd02920	-2	C7H9N5O8P2
ABEE_c0	ABEE_c0	KEGG:C00568;SEED:cpd00443	-1	C7H6NO2
4-(B-D-ribofuranosyl)aminobenzene_5-phosphate_c0	4-(B-D-ribofuranosyl)aminobenzene_5-phosphate_c0	KEGG:;SEED:cpd15830	-2	C11H14NO7P
7,8-dihydropterin-6-ylmethyl-4-(B-D-ribofuranosyl)_aminobenzene_5-phosphate_c0	7,8-dihydropterin-6-ylmethyl-4-(B-D-ribofuranosyl)_aminobenzene_5-phosphate_c0	KEGG:;SEED:cpd15851	-2	C18H21N6O8P
(S)-2-Hydroxyglutarate_c0	(S)-2-Hydroxyglutarate_c0	KEGG:C03196;SEED:cpd02041	-2	C5H6O5
6-deoxy-5-ketofructose-1-phosphate_c0	6-deoxy-5-ketofructose-1-phosphate_c0	KEGG:;SEED:cpd15853	-2	C6H9O8P
2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate_c0	2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate_c0	KEGG:;SEED:	-2	C7H11NO5
Hydroxypyruvaldehyde_phosphate_c0	Hydroxypyruvaldehyde_phosphate_c0	KEGG:;SEED:cpd17158	0	C3H5O6P
3-Dehydroquinate_c0	3-Dehydroquinate_c0	KEGG:;SEED:cpd00699	-1	C7H9O6
4-Amino-3-Dehydroquinate_c0	4-Amino-3-Dehydroquinate_c0	KEGG:;SEED:	-1	C7H10O5N
4-Amino-3-Dehydroshikimate_c0	4-Amino-3-Dehydroshikimate_c0	KEGG:;SEED:	-1	C7H8O4N
4-Aminoshikimate_c0	4-Aminoshikimate_c0	KEGG:;SEED:	-1	C7H10O4N
4-amino-3-hydroxycyclohexa-1,5-diene-1-carboxylate_c0	4-amino-3-hydroxycyclohexa-1,5-diene-1-carboxylate_c0	KEGG:;SEED:	-1	C7H8O3N
Glycolate_c0	Glycolate_c0	KEGG:C00160;SEED:cpd00139	-1	C2H3O3
Glyoxalate_c0	Glyoxalate_c0	KEGG:C00048;SEED:cpd00040	-1	C2HO3
Tyramine_c0	Tyramine_c0	KEGG:C00483;SEED:cpd00374	1	C8H12NO
gamma-Glutamyl-tyramine_c0	gamma-Glutamyl-tyramine_c0	KEGG:;SEED:	0	C13H18N2O4
4-(hydroxymethyl)-2-furancarboxaldehyde-phosphate_c0	4-(hydroxymethyl)-2-furancarboxaldehyde-phosphate_c0	KEGG:;SEED:	-1	C6H6O6P
5-(aminomethyl)-3-furanmethanol-phosphate_c0	5-(aminomethyl)-3-furanmethanol-phosphate_c0	KEGG:;SEED:	0	C6H10O5NP
5-(aminomethyl)-3-furanmethanol-pyrophosphate_c0	5-(aminomethyl)-3-furanmethanol-pyrophosphate_c0	KEGG:;SEED:	-1	C6H10O8NP2
4((4-(2-aminoethyl)phenoxy)methyl)-2-furanmethanamine_c0	4((4-(2-aminoethyl)phenoxy)methyl)-2-furanmethanamine_c0	KEGG:;SEED:	1	C19H26O5N3
Ni2_c0	Ni2_c0	KEGG:;SEED:cpd00244	2	Ni
Pyrrochorphinate_c0	Pyrrochorphinate_c0	KEGG:;SEED:cpd15873	-6	C42H42N6NiO14
Dihydrocorphinate_c0	Dihydrocorphinate_c0	KEGG:;SEED:cpd15874	-5	C42H45N6NiO14
Tetrahydrocorphinate_c0	Tetrahydrocorphinate_c0	KEGG:;SEED:cpd15875	-5	C42H47N6NiO14
15_17-seco-F430-17-acid_c0	15_17-seco-F430-17-acid_c0	KEGG:;SEED:cpd15905	-5	C42H47N6NiO14
Factor_430_c0	Factor_430_c0	KEGG:;SEED:cpd03425	-4	C42H46N6O13Ni
Ni2_e0	Ni2_e0	KEGG:;SEED:cpd00244	2	Ni
Oxalate_c0	Oxalate_c0	KEGG:C00209;SEED:cpd00180	-2	C2O4
7,8-didemethyl-8-hydroxy-5-deazariboflavin_c0	7,8-didemethyl-8-hydroxy-5-deazariboflavin_c0	KEGG:;SEED:cpd15839	0	C16H17N3O7
L-Lactate_c0	L-Lactate_c0	KEGG:C00186;SEED:cpd00159	-1	C3H5O3
2-phospho-L-lactate_c0	2-phospho-L-lactate_c0	KEGG:;SEED:cpd15809	-3	C3H4O6P
lactyl-(2)-diphospho-(5)-guanosine_c0	lactyl-(2)-diphospho-(5)-guanosine_c0	KEGG:;SEED:cpd15889	-3	C13H16N5O13P2
Coenzyme_F420-0_c0	Coenzyme_F420-0_c0	KEGG:;SEED:cpd15864	-2	C19H20N3O12P
Coenzyme_F420-1_c0	Coenzyme_F420-1_c0	KEGG:;SEED:cpd15865	-3	C24H26N4O15P
Coenzyme_F420-3_c0	Coenzyme_F420-3_c0	KEGG:;SEED:cpd15868	-5	C34H38N6O21P
CO_c0	CO_c0	KEGG:C00237;SEED:cpd00204	1	CO
CO_e0	CO_e0	KEGG:C00237;SEED:cpd00204	1	CO
Molybdenum_e0	Molybdenum_e0	KEGG:C00150;SEED:cpd00131	0	Mo
Molybdenum_c0	Molybdenum_c0	KEGG:C00150;SEED:cpd00131	0	Mo
7,8-Dihydromethanopterin_c0	7,8-Dihydromethanopterin_c0	KEGG:C05927;SEED:cpd03523	-3	C30H40N6O16P
UDP-N-acetyl-D-mannosaminouronate_c0	UDP-N-acetyl-D-mannosaminouronate_c0	KEGG:C06240;SEED:cpd03732	-3	C17H22N3O18P2
UDP-N-acetyl-D-glucosaminouronate_c0	UDP-N-acetyl-D-glucosaminouronate_c0	KEGG:C04573;SEED:cpd02782	-3	C17H22N3O18P2
UDP-2-acetamido-2-deoxy-3-oxo-glucuronate_c0	UDP-2-acetamido-2-deoxy-3-oxo-glucuronate_c0	KEGG:;SEED:	-2	C17H20N3O18P2
UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate_c0	UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate_c0	KEGG:;SEED:	-2	C17H23N4O17P2
UDP-2,3-diacetamido-2,3-dideoxy-glucuronate_c0	UDP-2,3-diacetamido-2,3-dideoxy-glucuronate_c0	KEGG:;SEED:	-2	C19H25N4O18P2
UDP-2,3-diacetamido-2,3-dideoxy-mannuronate_c0	UDP-2,3-diacetamido-2,3-dideoxy-mannuronate_c0	KEGG:;SEED:	-2	C19H25N4O18P2
UDP-3-acetamido-2,3-diaminomannuronate_c0	UDP-3-acetamido-2,3-diaminomannuronate_c0	KEGG:;SEED:	0	
NDP-2-acetamino-2,4-dideoxy-5-O-methyl-hexos-5-ulo-1,5-pyranose_c0	NDP-2-acetamino-2,4-dideoxy-5-O-methyl-hexos-5-ulo-1,5-pyranose_c0	KEGG:;SEED:	0	
NDP-(5S)-2-acetamido-2,4-dideoxy-5-O-methyl-alpha-L-erythro-hexos-5-ulo-1,5-pyranose_c0	NDP-(5S)-2-acetamido-2,4-dideoxy-5-O-methyl-alpha-L-erythro-hexos-5-ulo-1,5-pyranose_c0	KEGG:;SEED:	0	
Lipid_tetrasaccharide_c0	Lipid_tetrasaccharide_c0	KEGG:;SEED:	0	
Lipid_tetrasaccharide_Thr_c0	Lipid_tetrasaccharide_Thr_c0	KEGG:;SEED:	0	
Lipid_monosaccharide_c0	Lipid_monosaccharide_c0	KEGG:;SEED:	0	
Lipid_disaccharide_c0	Lipid_disaccharide_c0	KEGG:;SEED:	0	
Lipid_trisaccharide_c0	Lipid_trisaccharide_c0	KEGG:;SEED:	0	
Lipid_tetrasaccharide_Thr_e0	Lipid_tetrasaccharide_Thr_e0	KEGG:;SEED:	0	
Flagellin_e0	Flagellin_e0	KEGG:;SEED:	0	
Archaellin_e0	Archaellin_e0	KEGG:;SEED:	0	
Membrane_lipid_c0	Membrane_lipid_c0	KEGG:;SEED:	0	
Indoleacetate_c0	Indoleacetate_c0	KEGG:C00954;SEED:cpd00703	-1	C10H8NO2
Indoleacetate_e0	Indoleacetate_e0	KEGG:C00954;SEED:cpd00703	-1	C10H8NO2
4-Hydroxyphenylacetate_e0	4-Hydroxyphenylacetate_e0	KEGG:C13636|C00642;SEED:cpd00489	-1	C8H7O3
4-Hydroxyphenylacetate_c0	4-Hydroxyphenylacetate_c0	KEGG:C13636|C00642;SEED:cpd00489	-1	C8H7O3
PACT_e0	PACT_e0	KEGG:C07086|C05613|C15583|C00548;SEED:cpd00430	0	C8H8O2
PACT_c0	PACT_c0	KEGG:C07086|C05613|C15583|C00548;SEED:cpd00430	0	C8H8O2
4-Hydroxyphenylacetyl-CoA_c0	4-Hydroxyphenylacetyl-CoA_c0	KEGG:C05338;SEED:cpd03165	-3	C29H39N7O18P3S
Phenylacetyl-CoA_c0	Phenylacetyl-CoA_c0	KEGG:C00582;SEED:cpd00452	-3	C29H39N7O17P3S
D-fructose-1-phosphate_c0	D-fructose-1-phosphate_c0	KEGG:C01094|C02976;SEED:cpd00802	0	C3H4O2
2-Oxopropanal_c0	2-Oxopropanal_c0	KEGG:C00546;SEED:cpd00428	0	C3H4O2
Formaldehyde_c0	Formaldehyde_c0	KEGG:C00067;SEED:cpd00055	0	CH2O
tRNA(SeCys)_c0	tRNA(SeCys)_c0	KEGG:;SEED:cpd15573	0	C10H12N5O3R
L-Seryl-tRNA(Sec)_c0	L-Seryl-tRNA(Sec)_c0	KEGG:C06481;SEED:cpd15565	-2	C18H28NO18P2R3
O-Phosphoseryl-tRNA(Sec)_c0	O-Phosphoseryl-tRNA(Sec)_c0	KEGG:C16638;SEED:cpd16442	0	C12H15N3O5S
L-Selenocysteinyl-tRNA(Sec)_c0	L-Selenocysteinyl-tRNA(Sec)_c0	KEGG:C06482;SEED:cpd15563	0	C18H30NO17P2R3Se
Selenoprotein_c0	Selenoprotein_c0	KEGG:C16824;SEED:cpd16579	0	C5H12O
Selenite_c0	Selenite_c0	KEGG:C05684;SEED:cpd03387	2	H2O3Se
Selenate_c0	Selenate_c0	KEGG:C05697;SEED:cpd03396	4	H2O4Se
Selenate_e0	Selenate_e0	KEGG:C05697;SEED:cpd03396	4	H2O4Se
Guanine_c0	Guanine_c0	KEGG:C00242;SEED:cpd00207	0	C5H5N5O
Isopentenylphosphate_c0	Isopentenylphosphate_c0	KEGG:;SEED:	-2	C5H9O4P
sn-3-O-(Geranylgeranyl)glycerol_1-phosphate_c0	sn-3-O-(Geranylgeranyl)glycerol_1-phosphate_c0	KEGG:;SEED:	-1	C23H40O6P
2,3-Bis-O-(geranylgeranyl)glycerol_1-phosphate_c0	2,3-Bis-O-(geranylgeranyl)glycerol_1-phosphate_c0	KEGG:;SEED:	-1	C43H72O6P
CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol_c0	CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol_c0	KEGG:C18059;SEED:cpd18042	-2	C52H83N3O13P2
Archaetidylserine_c0	Archaetidylserine_c0	KEGG:;SEED:	-1	C46H77NO8P
