reaction_id	probability	complex_diagnostic	complex_details	putative_GPR
rxn08850	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn02421	0	HASCOMPLEXES	///kb|cpx.50698 (0.0000; CPLX_NOREPS) 	
rxn12937	0	HASCOMPLEXES	///kb|cpx.51052 (0.0000; CPLX_NOREPS) 	
rxn22706	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn22707	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn22704	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn22705	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn22702	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn22703	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn19755	0	HASCOMPLEXES	///kb|cpx.51070 (0.0000; CPLX_NOREPS) 	
rxn22701	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn03080	0.962507726753753	HASCOMPLEXES	///kb|cpx.1332 (0.9625; CPLX_FULL) 	fig|267377.1.peg.50
rxn03085	0.940259733751777	HASCOMPLEXES	///kb|cpx.1334 (0.9403; CPLX_FULL) 	fig|267377.1.peg.58
rxn03084	0.982322178150024	HASCOMPLEXES	///kb|cpx.50863 (0.9722; CPLX_FULL) ///kb|cpx.50017 (0.9722; CPLX_FULL) ///kb|cpx.51121 (0.9823; CPLX_FULL) ///kb|cpx.1100 (0.6742; CPLX_FULL) 	fig|267377.1.peg.179 or fig|267377.1.peg.178 or (fig|267377.1.peg.179 and fig|267377.1.peg.178)
rxn03087	0.18526729543164	HASCOMPLEXES	///kb|cpx.1774 (0.0020; CPLX_FULL) ///kb|cpx.1773 (0.0923; CPLX_FULL) ///kb|cpx.1772 (0.1853; CPLX_FULL) 	fig|267377.1.peg.1527
rxn03086	0.176464137802661	HASCOMPLEXES	///kb|cpx.1769 (0.1765; CPLX_FULL) 	fig|267377.1.peg.1072
rxn00929	0	HASCOMPLEXES	///kb|cpx.216 (0.0000; CPLX_NOTTHERE) ///kb|cpx.217 (0.0000; CPLX_NOTTHERE) 	
rxn05549	0.0321895035765416	HASCOMPLEXES	///kb|cpx.92 (0.0322; CPLX_PARTIAL_1_of_4) 	fig|267377.1.peg.1630
rxn00299	0.970920099962696	HASCOMPLEXES	///kb|cpx.116 (0.9709; CPLX_FULL) ///kb|cpx.115 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.34
rxn05542	0.00858639436730884	HASCOMPLEXES	///kb|cpx.66 (0.0086; CPLX_FULL) ///kb|cpx.58 (0.0000; CPLX_NOTTHERE) ///kb|cpx.63 (0.0000; CPLX_NOTTHERE) ///kb|cpx.68 (0.0000; CPLX_NOTTHERE) ///kb|cpx.65 (0.0000; CPLX_NOTTHERE) 	(fig|267377.1.peg.413 or fig|267377.1.peg.929)
rxn05543	0.00858639436730884	HASCOMPLEXES	///kb|cpx.66 (0.0086; CPLX_FULL) ///kb|cpx.58 (0.0000; CPLX_NOTTHERE) ///kb|cpx.63 (0.0000; CPLX_NOTTHERE) ///kb|cpx.68 (0.0000; CPLX_NOTTHERE) ///kb|cpx.65 (0.0000; CPLX_NOTTHERE) 	(fig|267377.1.peg.413 or fig|267377.1.peg.929)
rxn05540	0.00858639436730884	HASCOMPLEXES	///kb|cpx.66 (0.0086; CPLX_FULL) ///kb|cpx.58 (0.0000; CPLX_NOTTHERE) ///kb|cpx.63 (0.0000; CPLX_NOTTHERE) ///kb|cpx.68 (0.0000; CPLX_NOTTHERE) ///kb|cpx.65 (0.0000; CPLX_NOTTHERE) 	(fig|267377.1.peg.413 or fig|267377.1.peg.929)
rxn00295	0.908072638642022	HASCOMPLEXES	///kb|cpx.787 (0.0000; CPLX_NOTTHERE) ///kb|cpx.788 (0.9081; CPLX_FULL) 	fig|267377.1.peg.1090
rxn05546	0.00858639436730884	HASCOMPLEXES	///kb|cpx.66 (0.0086; CPLX_FULL) ///kb|cpx.58 (0.0000; CPLX_NOTTHERE) ///kb|cpx.63 (0.0000; CPLX_NOTTHERE) ///kb|cpx.68 (0.0000; CPLX_NOTTHERE) ///kb|cpx.65 (0.0000; CPLX_NOTTHERE) 	(fig|267377.1.peg.413 or fig|267377.1.peg.929)
rxn05547	0.00858639436730884	HASCOMPLEXES	///kb|cpx.66 (0.0086; CPLX_FULL) ///kb|cpx.58 (0.0000; CPLX_NOTTHERE) ///kb|cpx.63 (0.0000; CPLX_NOTTHERE) ///kb|cpx.68 (0.0000; CPLX_NOTTHERE) ///kb|cpx.65 (0.0000; CPLX_NOTTHERE) 	(fig|267377.1.peg.413 or fig|267377.1.peg.929)
rxn00290	0	HASCOMPLEXES	///kb|cpx.246 (0.0000; CPLX_NOTTHERE) ///kb|cpx.247 (0.0000; CPLX_NOTTHERE) ///kb|cpx.248 (0.0000; CPLX_NOTTHERE) 	
rxn00927	0	HASCOMPLEXES	///kb|cpx.1118 (0.0000; CPLX_NOTTHERE) 	
rxn03068	0.993205055486612	HASCOMPLEXES	///kb|cpx.777 (0.9932; CPLX_FULL) 	fig|267377.1.peg.654
rxn04016	0	HASCOMPLEXES	///kb|cpx.1487 (0.0000; CPLX_NOTTHERE) 	
rxn03062	0.516508067997446	HASCOMPLEXES	///kb|cpx.711 (0.5165; CPLX_FULL) 	fig|267377.1.peg.539
rxn03061	0	HASCOMPLEXES	///kb|cpx.90 (0.0000; CPLX_NOTTHERE) 	
rxn04018	0	HASCOMPLEXES	///kb|cpx.51224 (0.0000; CPLX_NOREPS) 	
rxn04673	0	HASCOMPLEXES	///kb|cpx.486 (0.0000; CPLX_NOTTHERE) 	
rxn24152	0.268226151494167	HASCOMPLEXES	///kb|cpx.145 (0.2682; CPLX_FULL) 	fig|267377.1.peg.1487
rxn01718	0	HASCOMPLEXES	///kb|cpx.50583 (0.0000; CPLX_NOREPS) 	
rxn10770	0	HASCOMPLEXES	///kb|cpx.56 (0.0000; CPLX_NOTTHERE) 	
rxn11684	0	HASCOMPLEXES	///kb|cpx.650 (0.0000; CPLX_NOTTHERE) 	
rxn28285	0	HASCOMPLEXES	///kb|cpx.50264 (0.0000; CPLX_NOREPS) ///kb|cpx.50230 (0.0000; CPLX_NOREPS) 	
rxn28287	0	HASCOMPLEXES	///kb|cpx.50264 (0.0000; CPLX_NOREPS) ///kb|cpx.50230 (0.0000; CPLX_NOREPS) 	
rxn28286	0	HASCOMPLEXES	///kb|cpx.50264 (0.0000; CPLX_NOREPS) ///kb|cpx.50230 (0.0000; CPLX_NOREPS) 	
rxn10174	0.134298232253681	HASCOMPLEXES	///kb|cpx.898 (0.0000; CPLX_NOTTHERE) ///kb|cpx.895 (0.0000; CPLX_NOTTHERE) ///kb|cpx.897 (0.1343; CPLX_FULL) ///kb|cpx.896 (0.0000; CPLX_NOTTHERE) ///kb|cpx.894 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1518
rxn01761	0	HASCOMPLEXES	///kb|cpx.1335 (0.0000; CPLX_NOTTHERE) 	
rxn08620	0	HASCOMPLEXES	///kb|cpx.900 (0.0000; CPLX_NOTTHERE) 	
rxn23075	0	HASCOMPLEXES	///kb|cpx.51073 (0.0000; CPLX_NOREPS) 	
rxn27484	0.00581338126665692	HASCOMPLEXES	///kb|cpx.465 (0.0058; CPLX_FULL) 	(fig|267377.1.peg.439 or fig|267377.1.peg.1358)
rxn29006	0.937739341612566	HASCOMPLEXES	///kb|cpx.853 (0.9377; CPLX_FULL) 	fig|267377.1.peg.1139
rxn05612	0	HASCOMPLEXES	///kb|cpx.1347 (0.0000; CPLX_NOTTHERE) 	
rxn05613	0	HASCOMPLEXES	///kb|cpx.126 (0.0000; CPLX_NOREPS_AND_NOTTHERE) 	
rxn17519	0	HASCOMPLEXES	///kb|cpx.50849 (0.0000; CPLX_NOREPS) 	
rxn05611	0	HASCOMPLEXES	///kb|cpx.191 (0.0000; CPLX_NOTTHERE) 	
rxn05616	0.972853635136055	HASCOMPLEXES	///kb|cpx.98 (0.0000; CPLX_NOREPS) ///kb|cpx.99 (0.9729; CPLX_FULL) 	fig|267377.1.peg.711
rxn05617	0	HASCOMPLEXES	///kb|cpx.919 (0.0000; CPLX_NOTTHERE) 	
rxn05614	0	HASCOMPLEXES	///kb|cpx.126 (0.0000; CPLX_NOREPS_AND_NOTTHERE) 	
rxn05618	0	HASCOMPLEXES	///kb|cpx.1277 (0.0000; CPLX_NOTTHERE) 	
rxn05619	0	HASCOMPLEXES	///kb|cpx.1307 (0.0000; CPLX_NOREPS) 	
rxn26738	0	HASCOMPLEXES	///kb|cpx.50778 (0.0000; CPLX_NOREPS) 	
rxn27525	0	HASCOMPLEXES	///kb|cpx.692 (0.0000; CPLX_NOTTHERE) 	
rxn22462	0	HASCOMPLEXES	///kb|cpx.51009 (0.0000; CPLX_NOREPS) 	
rxn00858	0.983970105439688	HASCOMPLEXES	///kb|cpx.1886 (0.9840; CPLX_FULL) 	fig|267377.1.peg.1585
rxn11574	0	HASCOMPLEXES	///kb|cpx.50769 (0.0000; CPLX_NOREPS) 	
rxn27955	0.319254002973492	HASCOMPLEXES	///kb|cpx.1298 (0.3193; CPLX_FULL) 	fig|267377.1.peg.880
rxn00119	0.816953784131771	HASCOMPLEXES	///kb|cpx.1607 (0.8170; CPLX_FULL) 	fig|267377.1.peg.385
rxn00114	0	HASCOMPLEXES	///kb|cpx.1830 (0.0000; CPLX_NOTTHERE) 	
rxn00117	0.981008221413384	HASCOMPLEXES	///kb|cpx.356 (0.9810; CPLX_FULL) 	fig|267377.1.peg.283
rxn00116	0	HASCOMPLEXES	///kb|cpx.50182 (0.0000; CPLX_NOREPS) 	
rxn05054	0.867896261211559	HASCOMPLEXES	///kb|cpx.180 (0.8679; CPLX_FULL) 	fig|267377.1.peg.951
rxn12405	0	HASCOMPLEXES	///kb|cpx.648 (0.0000; CPLX_NOTTHERE) 	
rxn00038	0	HASCOMPLEXES	///kb|cpx.1010 (0.0000; CPLX_NOTTHERE) 	
rxn23818	0	HASCOMPLEXES	///kb|cpx.50652 (0.0000; CPLX_NOREPS) ///kb|cpx.51039 (0.0000; CPLX_NOREPS) 	
rxn03953	0	HASCOMPLEXES	///kb|cpx.43 (0.0000; CPLX_NOTTHERE) 	
rxn01825	0	HASCOMPLEXES	///kb|cpx.50031 (0.0000; CPLX_NOTTHERE) 	
rxn03951	0	HASCOMPLEXES	///kb|cpx.1707 (0.0000; CPLX_NOTTHERE) 	
rxn01827	0.00623189987181353	HASCOMPLEXES	///kb|cpx.193 (0.0062; CPLX_FULL) 	fig|267377.1.peg.835
rxn01285	0.0918403114839985	HASCOMPLEXES	///kb|cpx.339 (0.0918; CPLX_FULL) 	fig|267377.1.peg.539
rxn01828	0	HASCOMPLEXES	///kb|cpx.1156 (0.0000; CPLX_NOTTHERE) 	
rxn01539	0	HASCOMPLEXES	///kb|cpx.51118 (0.0000; CPLX_NOREPS) 	
rxn01286	0.268226151494167	HASCOMPLEXES	///kb|cpx.145 (0.2682; CPLX_FULL) 	fig|267377.1.peg.1487
rxn01281	0	HASCOMPLEXES	///kb|cpx.1012 (0.0000; CPLX_NOTTHERE) 	
rxn01280	0	HASCOMPLEXES	///kb|cpx.1012 (0.0000; CPLX_NOTTHERE) 	
rxn00601	0	HASCOMPLEXES	///kb|cpx.661 (0.0000; CPLX_NOTTHERE) 	
rxn00602	0	HASCOMPLEXES	///kb|cpx.1508 (0.0000; CPLX_NOTTHERE) 	
rxn00605	0	HASCOMPLEXES	///kb|cpx.433 (0.0000; CPLX_NOTTHERE) 	
rxn00604	0	HASCOMPLEXES	///kb|cpx.354 (0.0000; CPLX_NOTTHERE) 	
rxn00607	0	HASCOMPLEXES	///kb|cpx.423 (0.0000; CPLX_NOTTHERE) 	
rxn00606	0	HASCOMPLEXES	///kb|cpx.921 (0.0000; CPLX_NOTTHERE) 	
rxn00609	0	HASCOMPLEXES	///kb|cpx.1478 (0.0000; CPLX_NOTTHERE) 	
rxn00608	0	HASCOMPLEXES	///kb|cpx.341 (0.0000; CPLX_NOTTHERE) 	
rxn01629	0.986254388677692	HASCOMPLEXES	///kb|cpx.1067 (0.9863; CPLX_FULL) 	fig|267377.1.peg.224
rxn01626	0.00580075547453908	HASCOMPLEXES	///kb|cpx.670 (0.0058; CPLX_FULL) 	fig|267377.1.peg.1009
rxn01621	0	HASCOMPLEXES	///kb|cpx.400 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1873 (0.0000; CPLX_NOTTHERE) 	
rxn01620	0.155038581139174	HASCOMPLEXES	///kb|cpx.1546 (0.1550; CPLX_FULL) 	fig|267377.1.peg.1187
rxn01753	0	HASCOMPLEXES	///kb|cpx.227 (0.0000; CPLX_NOTTHERE) 	
rxn01751	0	HASCOMPLEXES	///kb|cpx.1197 (0.0000; CPLX_NOTTHERE) 	
rxn01750	0	HASCOMPLEXES	///kb|cpx.1646 (0.0000; CPLX_NOTTHERE) 	
rxn08669	0.0199074329473691	HASCOMPLEXES	///kb|cpx.346 (0.0199; CPLX_FULL) ///kb|cpx.347 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1631
rxn12282	0.512379791599011	HASCOMPLEXES	///kb|cpx.498 (0.5124; CPLX_FULL) 	fig|267377.1.peg.566
rxn27468	0	HASCOMPLEXES	///kb|cpx.50434 (0.0000; CPLX_NOREPS) 	
rxn02011	0	HASCOMPLEXES	///kb|cpx.1153 (0.0000; CPLX_NOTTHERE) 	
rxn05028	0.0183875778607882	HASCOMPLEXES	///kb|cpx.2 (0.0184; CPLX_FULL) 	fig|267377.1.peg.45
rxn00737	0	HASCOMPLEXES	///kb|cpx.321 (0.0000; CPLX_NOTTHERE) ///kb|cpx.322 (0.0000; CPLX_NOTTHERE) ///kb|cpx.323 (0.0000; CPLX_NOTTHERE) ///kb|cpx.324 (0.0000; CPLX_NOTTHERE) 	
rxn05415	0	HASCOMPLEXES	///kb|cpx.94 (0.0000; CPLX_NOTTHERE) 	
rxn08710	0	HASCOMPLEXES	///kb|cpx.1819 (0.0000; CPLX_NOTTHERE) 	
rxn08711	0	HASCOMPLEXES	///kb|cpx.1514 (0.0000; CPLX_NOTTHERE) 	
rxn08712	0	HASCOMPLEXES	///kb|cpx.866 (0.0000; CPLX_NOTTHERE) 	
rxn08713	0.00645218047205125	HASCOMPLEXES	///kb|cpx.488 (0.0065; CPLX_FULL) 	fig|267377.1.peg.356
rxn01333	0.992154970867545	HASCOMPLEXES	///kb|cpx.667 (0.9922; CPLX_FULL) 	fig|267377.1.peg.1308
rxn05411	0	HASCOMPLEXES	///kb|cpx.94 (0.0000; CPLX_NOTTHERE) 	
rxn08205	0	HASCOMPLEXES	///kb|cpx.383 (0.0000; CPLX_NOTTHERE) 	
rxn09988	0	HASCOMPLEXES	///kb|cpx.1291 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1292 (0.0000; CPLX_NOTTHERE) 	
rxn05106	0	HASCOMPLEXES	///kb|cpx.566 (0.0000; CPLX_NOTTHERE) ///kb|cpx.840 (0.0000; CPLX_NOTTHERE) 	
rxn09989	0	HASCOMPLEXES	///kb|cpx.173 (0.0000; CPLX_NOTTHERE) 	
rxn01334	0.0724600732561093	HASCOMPLEXES	///kb|cpx.415 (0.0000; CPLX_NOTTHERE) ///kb|cpx.416 (0.0725; CPLX_FULL) 	fig|267377.1.peg.293
rxn05555	0.981801338233052	HASCOMPLEXES	///kb|cpx.1233 (0.0000; CPLX_NOREPS) ///kb|cpx.1234 (0.9818; CPLX_FULL) 	fig|267377.1.peg.630
rxn05104	0.0359479276213837	HASCOMPLEXES	///kb|cpx.1040 (0.0359; CPLX_FULL) 	fig|267377.1.peg.1187
rxn17758	0	HASCOMPLEXES	///kb|cpx.206 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1598 (0.0000; CPLX_NOTTHERE) 	
rxn08201	0	HASCOMPLEXES	///kb|cpx.383 (0.0000; CPLX_NOTTHERE) 	
rxn00917	0.892965231126745	HASCOMPLEXES	///kb|cpx.1155 (0.8930; CPLX_FULL) 	(fig|267377.1.peg.894 or fig|267377.1.peg.1445)
rxn02122	0	HASCOMPLEXES	///kb|cpx.1231 (0.0000; CPLX_NOTTHERE) 	
rxn00420	0.9910964250987	HASCOMPLEXES	///kb|cpx.1648 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1831 (0.9911; CPLX_FULL) 	fig|267377.1.peg.541
rxn00423	0.0337013957182993	HASCOMPLEXES	///kb|cpx.1222 (0.0337; CPLX_FULL) 	fig|267377.1.peg.49
rxn00422	0.257816791144573	HASCOMPLEXES	///kb|cpx.801 (0.2578; CPLX_FULL) 	fig|267377.1.peg.391
rxn00425	0	HASCOMPLEXES	///kb|cpx.50856 (0.0000; CPLX_NOREPS) 	
rxn07579	0	HASCOMPLEXES	///kb|cpx.149 (0.0000; CPLX_NOTTHERE) 	
rxn05552	0.1573635390564	HASCOMPLEXES	///kb|cpx.232 (0.1574; CPLX_PARTIAL_2_of_3) 	(fig|267377.1.peg.1197 and fig|267377.1.peg.1198)
rxn02945	0	HASCOMPLEXES	///kb|cpx.208 (0.0000; CPLX_NOTTHERE) 	
rxn19161	0.0132062809847764	HASCOMPLEXES	///kb|cpx.1682 (0.0132; CPLX_FULL) 	fig|267377.1.peg.576
rxn27982	0.00256674571326644	HASCOMPLEXES	///kb|cpx.765 (0.0026; CPLX_FULL) 	fig|267377.1.peg.1548
rxn02380	0.982100091536022	HASCOMPLEXES	///kb|cpx.299 (0.9821; CPLX_FULL) ///kb|cpx.298 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1295
rxn03898	0	HASCOMPLEXES	///kb|cpx.1261 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1262 (0.0000; CPLX_NOTTHERE) 	
rxn03897	0	HASCOMPLEXES	///kb|cpx.1261 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1262 (0.0000; CPLX_NOTTHERE) 	
rxn03895	0	HASCOMPLEXES	///kb|cpx.50222 (0.0000; CPLX_NOREPS) 	
rxn03892	0.13404805109358	HASCOMPLEXES	///kb|cpx.559 (0.0439; CPLX_FULL) ///kb|cpx.2 (0.0184; CPLX_FULL) ///kb|cpx.1 (0.1219; CPLX_FULL) ///kb|cpx.558 (0.1340; CPLX_FULL) 	fig|267377.1.peg.45
rxn03893	0	HASCOMPLEXES	///kb|cpx.1816 (0.0000; CPLX_NOREPS) ///kb|cpx.1817 (0.0000; CPLX_NOTTHERE) 	
rxn03891	0.121874464208339	HASCOMPLEXES	///kb|cpx.1237 (0.0439; CPLX_FULL) ///kb|cpx.2 (0.0184; CPLX_FULL) ///kb|cpx.1 (0.1219; CPLX_FULL) 	fig|267377.1.peg.45
rxn04712	0	HASCOMPLEXES	///kb|cpx.331 (0.0000; CPLX_NOTTHERE) 	
rxn04713	0	HASCOMPLEXES	///kb|cpx.100 (0.0000; CPLX_NOTTHERE) 	
rxn08840	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn08841	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn08842	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn08843	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn08844	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn08845	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn08846	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn06979	0.981797711651384	HASCOMPLEXES	///kb|cpx.1251 (0.9818; CPLX_FULL) 	(fig|267377.1.peg.1478 or fig|267377.1.peg.1477)
rxn08848	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn02414	0	HASCOMPLEXES	///kb|cpx.50227 (0.0000; CPLX_NOREPS) 	
rxn02416	0	HASCOMPLEXES	///kb|cpx.446 (0.0000; CPLX_NOTTHERE) 	
rxn00907	0	HASCOMPLEXES	///kb|cpx.939 (0.0000; CPLX_NOTTHERE) 	
rxn10310	0.39392160249492	HASCOMPLEXES	///kb|cpx.497 (0.3939; CPLX_FULL) 	fig|267377.1.peg.1423
rxn10311	0.39392160249492	HASCOMPLEXES	///kb|cpx.497 (0.3939; CPLX_FULL) 	fig|267377.1.peg.1423
rxn10312	0.39392160249492	HASCOMPLEXES	///kb|cpx.497 (0.3939; CPLX_FULL) 	fig|267377.1.peg.1423
rxn10313	0.39392160249492	HASCOMPLEXES	///kb|cpx.497 (0.3939; CPLX_FULL) 	fig|267377.1.peg.1423
rxn19762	0	HASCOMPLEXES	///kb|cpx.1143 (0.0000; CPLX_NOTTHERE) 	
rxn23667	0	HASCOMPLEXES	///kb|cpx.50714 (0.0000; CPLX_NOREPS) 	
rxn10316	0	HASCOMPLEXES	///kb|cpx.36 (0.0000; CPLX_NOTTHERE) 	
rxn10317	0	HASCOMPLEXES	///kb|cpx.36 (0.0000; CPLX_NOTTHERE) 	
rxn10318	0	HASCOMPLEXES	///kb|cpx.36 (0.0000; CPLX_NOTTHERE) 	
rxn10319	0	HASCOMPLEXES	///kb|cpx.36 (0.0000; CPLX_NOTTHERE) 	
rxn27541	0	HASCOMPLEXES	///kb|cpx.1365 (0.0000; CPLX_NOTTHERE) 	
rxn27540	0	HASCOMPLEXES	///kb|cpx.1365 (0.0000; CPLX_NOTTHERE) 	
rxn04954	0.0042086079274429	HASCOMPLEXES	///kb|cpx.544 (0.0042; CPLX_FULL) 	fig|267377.1.peg.981
rxn27386	0.959593775410833	HASCOMPLEXES	///kb|cpx.1809 (0.9596; CPLX_FULL) 	fig|267377.1.peg.687
rxn01520	0.900866679402033	HASCOMPLEXES	///kb|cpx.1184 (0.9009; CPLX_FULL) 	fig|267377.1.peg.1379
rxn00289	0	HASCOMPLEXES	///kb|cpx.1428 (0.0000; CPLX_NOTTHERE) 	
rxn00288	0.59015786886101	HASCOMPLEXES	///kb|cpx.646 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1800 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1803 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1802 (0.0251; CPLX_FULL) ///kb|cpx.271 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1799 (0.5902; CPLX_PARTIAL_2_of_3) 	(fig|267377.1.peg.1067 and fig|267377.1.peg.1277)
rxn27765	0	HASCOMPLEXES	///kb|cpx.1369 (0.0000; CPLX_NOTTHERE) 	
rxn00938	0.00529614126311759	HASCOMPLEXES	///kb|cpx.637 (0.0053; CPLX_FULL) ///kb|cpx.50509 (0.0000; CPLX_NOREPS) ///kb|cpx.50126 (0.0000; CPLX_NOREPS) 	fig|267377.1.peg.334
rxn00937	0	HASCOMPLEXES	///kb|cpx.51171 (0.0000; CPLX_NOREPS) 	
rxn05536	0.00858639436730884	HASCOMPLEXES	///kb|cpx.66 (0.0086; CPLX_FULL) ///kb|cpx.58 (0.0000; CPLX_NOTTHERE) ///kb|cpx.63 (0.0000; CPLX_NOTTHERE) ///kb|cpx.68 (0.0000; CPLX_NOTTHERE) ///kb|cpx.65 (0.0000; CPLX_NOTTHERE) 	(fig|267377.1.peg.413 or fig|267377.1.peg.929)
rxn00935	0	HASCOMPLEXES	///kb|cpx.771 (0.0000; CPLX_NOTTHERE) 	
rxn05534	0.00858639436730884	HASCOMPLEXES	///kb|cpx.66 (0.0086; CPLX_FULL) ///kb|cpx.58 (0.0000; CPLX_NOTTHERE) ///kb|cpx.63 (0.0000; CPLX_NOTTHERE) ///kb|cpx.68 (0.0000; CPLX_NOTTHERE) ///kb|cpx.65 (0.0000; CPLX_NOTTHERE) 	(fig|267377.1.peg.413 or fig|267377.1.peg.929)
rxn00933	0	HASCOMPLEXES	///kb|cpx.790 (0.0000; CPLX_NOTTHERE) 	
rxn00932	0	HASCOMPLEXES	///kb|cpx.1823 (0.0000; CPLX_NOREPS) ///kb|cpx.1824 (0.0000; CPLX_NOTTHERE) 	
rxn00283	0.991962829073535	HASCOMPLEXES	///kb|cpx.626 (0.0036; CPLX_FULL) ///kb|cpx.625 (0.0000; CPLX_NOTTHERE) ///kb|cpx.627 (0.9920; CPLX_FULL) 	fig|267377.1.peg.1512
rxn03079	0.961208881190023	HASCOMPLEXES	///kb|cpx.1622 (0.9612; CPLX_FULL) ///kb|cpx.1621 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.372
rxn01523	0	HASCOMPLEXES	///kb|cpx.563 (0.0000; CPLX_NOTTHERE) 	
rxn03075	0.986620334104874	HASCOMPLEXES	///kb|cpx.1807 (0.9866; CPLX_FULL) 	fig|267377.1.peg.1138
rxn01297	0	HASCOMPLEXES	///kb|cpx.1159 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1160 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1161 (0.0000; CPLX_NOTTHERE) ///kb|cpx.978 (0.0000; CPLX_NOTTHERE) ///kb|cpx.977 (0.0000; CPLX_NOTTHERE) 	
rxn11944	0.945022066608637	HASCOMPLEXES	///kb|cpx.127 (0.9450; CPLX_FULL) 	fig|267377.1.peg.401
rxn10228	0.985649125853791	HASCOMPLEXES	///kb|cpx.192 (0.9856; CPLX_FULL) 	fig|267377.1.peg.1171
rxn10229	0.985649125853791	HASCOMPLEXES	///kb|cpx.192 (0.9856; CPLX_FULL) 	fig|267377.1.peg.1171
rxn10224	0.151731880729117	HASCOMPLEXES	///kb|cpx.209 (0.1517; CPLX_FULL) 	fig|267377.1.peg.1698
rxn10225	0.151731880729117	HASCOMPLEXES	///kb|cpx.209 (0.1517; CPLX_FULL) 	fig|267377.1.peg.1698
rxn10226	0.985649125853791	HASCOMPLEXES	///kb|cpx.192 (0.9856; CPLX_FULL) 	fig|267377.1.peg.1171
rxn10227	0.985649125853791	HASCOMPLEXES	///kb|cpx.192 (0.9856; CPLX_FULL) 	fig|267377.1.peg.1171
rxn10220	0.151731880729117	HASCOMPLEXES	///kb|cpx.209 (0.1517; CPLX_FULL) 	fig|267377.1.peg.1698
rxn10221	0.151731880729117	HASCOMPLEXES	///kb|cpx.209 (0.1517; CPLX_FULL) 	fig|267377.1.peg.1698
rxn10222	0.151731880729117	HASCOMPLEXES	///kb|cpx.209 (0.1517; CPLX_FULL) 	fig|267377.1.peg.1698
rxn10223	0.151731880729117	HASCOMPLEXES	///kb|cpx.209 (0.1517; CPLX_FULL) 	fig|267377.1.peg.1698
rxn03384	0.914527654808028	HASCOMPLEXES	///kb|cpx.858 (0.9145; CPLX_FULL) 	(fig|267377.1.peg.830 or fig|267377.1.peg.1150)
rxn24123	0	HASCOMPLEXES	///kb|cpx.50318 (0.0000; CPLX_NOREPS) 	
rxn24124	0	HASCOMPLEXES	///kb|cpx.50072 (0.0000; CPLX_NOREPS) 	
